id,unitName,unitAddress
1,华夏科技有限公司,华夏科技有限公司的地址1
2,南京市金陵电子股份有限公司,南京市金陵电子股份有限公司的地址2
3,华夏科技有限公司江苏省,华夏科技有限公司江苏省的地址3
4,华夏科技有限公司浙江省,华夏科技有限公司浙江省的地址4
5,华夏科技有限公司山东省,华夏科技有限公司山东省的地址5
6,南京市金陵电子股份有限公司江苏省,南京市金陵电子股份有限公司江苏省的地址6
7,华夏科技有限公司浙江省杭州市分公司,华夏科技有限公司浙江省杭州市分公司的地址7
8,华夏科技有限公司山东省济南市分公司,华夏科技有限公司山东省济南市分公司的地址8
9,南京市金陵电子股份有限公司江苏省南京市分公司,南京市金陵电子股份有限公司江苏省南京市分公司的地址9
10,华夏科技有限公司浙江省温州市分公司,华夏科技有限公司浙江省温州市分公司的地址10
11,华夏科技有限公司北京市昌平区分公司,华夏科技有限公司北京市昌平区分公司的地址11
12,南京市金陵电子股份有限公司江苏省南京市分公司,南京市金陵电子股份有限公司江苏省南京市分公司的地址12
13,华夏科技有限公司北京市顺义区分公司,华夏科技有限公司北京市顺义区分公司的地址13
14,华夏科技有限公司浙江省湖州市分公司,华夏科技有限公司浙江省湖州市分公司的地址14
15,南京市金陵电子股份有限公司江苏省南京市江宁区分公司,南京市金陵电子股份有限公司江苏省南京市江宁区分公司的地址15
16,华夏科技有限公司北京市朝阳区分公司,华夏科技有限公司北京市朝阳区分公司的地址16
17,华夏科技有限公司江苏省苏州市分公司,华夏科技有限公司江苏省苏州市分公司的地址17
18,南京市金陵电子股份有限公司,南京市金陵电子股份有限公司的地址18
19,华夏科技有限公司北京市石景山区分公司,华夏科技有限公司北京市石景山区分公司的地址19
20,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址20
21,南京市金陵电子股份有限公司,南京市金陵电子股份有限公司的地址21
22,华夏科技有限公司北京市海淀区分公司,华夏科技有限公司北京市海淀区分公司的地址22
23,华夏科技有限公司江苏省徐州市研发中心,华夏科技有限公司江苏省徐州市研发中心的地址23
24,南京市金陵电子股份有限公司江苏省南京市分公司,南京市金陵电子股份有限公司江苏省南京市分公司的地址24
25,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址25
26,华夏科技有限公司浙江省杭州市西湖区分公司,华夏科技有限公司浙江省杭州市西湖区分公司的地址26
27,南京市金陵电子股份有限公司江苏省南京市江宁区分公司,南京市金陵电子股份有限公司江苏省南京市江宁区分公司的地址27
28,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址28
29,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址29
30,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址30
31,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址31
32,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址32
33,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址33
34,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址34
35,华夏科技有限公司江苏省盐城市分公司,华夏科技有限公司江苏省盐城市分公司的地址35
36,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址36
37,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址37
38,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址38
39,华夏科技有限公司江苏省徐州市研发中心,华夏科技有限公司江苏省徐州市研发中心的地址39
40,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址40
41,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址41
42,华夏科技有限公司江苏省苏州市研发中心,华夏科技有限公司江苏省苏州市研发中心的地址42
43,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址43
44,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址44
45,华夏科技有限公司江苏省盐城市分公司,华夏科技有限公司江苏省盐城市分公司的地址45
46,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址46
47,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址47
48,华夏科技有限公司江苏省徐州市研发中心,华夏科技有限公司江苏省徐州市研发中心的地址48
49,南京市金陵电子股份有限公司,南京市金陵电子股份有限公司的地址49
50,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址50
51,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址51
52,南京市金陵电子股份有限公司,南京市金陵电子股份有限公司的地址52
53,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址53
54,华夏科技有限公司江苏省南京市分公司,华夏科技有限公司江苏省南京市分公司的地址54
55,华夏科技有限公司浙江省杭州市西湖区分公司,华夏科技有限公司浙江省杭州市西湖区分公司的地址55
56,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址56
57,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址57
58,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址58
59,华夏科技有限公司江苏省苏州市研发中心,华夏科技有限公司江苏省苏州市研发中心的地址59
60,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址60
61,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址61
62,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址62
63,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址63
64,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址64
65,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址65
66,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址66
67,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址67
68,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址68
69,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址69
70,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址70
71,华夏科技有限公司北京市顺义区研发中心,华夏科技有限公司北京市顺义区研发中心的地址71
72,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址72
73,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址73
74,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址74
75,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址75
76,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址76
77,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址77
78,华夏科技有限公司浙江省杭州市西湖区分公司,华夏科技有限公司浙江省杭州市西湖区分公司的地址78
79,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址79
80,华夏科技有限公司浙江省温州市分公司,华夏科技有限公司浙江省温州市分公司的地址80
81,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址81
82,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址82
83,华夏科技有限公司浙江省杭州市西湖区分公司,华夏科技有限公司浙江省杭州市西湖区分公司的地址83
84,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址84
85,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址85
86,华夏科技有限公司浙江省温州市分公司,华夏科技有限公司浙江省温州市分公司的地址86
87,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址87
88,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址88
89,华夏科技有限公司浙江省杭州市西湖区分公司,华夏科技有限公司浙江省杭州市西湖区分公司的地址89
90,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址90
91,华夏科技有限公司浙江省温州市分公司,华夏科技有限公司浙江省温州市分公司的地址91
92,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址92
93,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址93
94,华夏科技有限公司浙江省温州市分公司,华夏科技有限公司浙江省温州市分公司的地址94
95,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址95
96,华夏科技有限公司浙江省温州市分公司,华夏科技有限公司浙江省温州市分公司的地址96
97,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址97
98,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址98
99,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址99
100,华夏科技有限公司江苏省徐州市研发中心,华夏科技有限公司江苏省徐州市研发中心的地址100
101,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址101
102,华夏科技有限公司江苏省徐州市研发中心,华夏科技有限公司江苏省徐州市研发中心的地址102
103,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址103
104,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址104
105,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址105
106,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址106
107,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址107
108,华夏科技有限公司浙江省杭州市西湖区分公司,华夏科技有限公司浙江省杭州市西湖区分公司的地址108
109,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址109
110,华夏科技有限公司江苏省徐州市研发中心,华夏科技有限公司江苏省徐州市研发中心的地址110
111,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址111
112,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址112
113,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址113
114,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址114
115,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址115
116,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址116
117,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址117
118,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址118
119,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址119
120,华夏科技有限公司江苏省徐州市研发中心,华夏科技有限公司江苏省徐州市研发中心的地址120
121,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址121
122,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址122
123,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址123
124,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址124
125,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址125
126,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址126
127,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址127
128,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址128
129,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址129
130,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址130
131,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址131
132,华夏科技有限公司江苏省苏州市研发中心,华夏科技有限公司江苏省苏州市研发中心的地址132
133,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址133
134,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址134
135,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址135
136,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址136
137,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址137
138,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址138
139,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址139
140,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址140
141,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址141
142,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址142
143,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司,南京市金陵电子股份有限公司江苏省南京市鼓楼区分公司的地址143
144,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址144
145,华夏科技有限公司江苏省徐州市分公司,华夏科技有限公司江苏省徐州市分公司的地址145
146,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址146
147,华夏科技有限公司江苏省徐州市研发中心,华夏科技有限公司江苏省徐州市研发中心的地址147
148,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址148
149,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址149
150,华夏科技有限公司江苏省徐州市研发中心,华夏科技有限公司江苏省徐州市研发中心的地址150
151,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址151
152,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址152
153,华夏科技有限公司山东省滨州市分公司,华夏科技有限公司山东省滨州市分公司的地址153
154,华夏科技有限公司江苏省盐城市亭湖区分公司,华夏科技有限公司江苏省盐城市亭湖区分公司的地址154
155,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址155
156,华夏科技有限公司江苏省盐城市亭湖区分公司,华夏科技有限公司江苏省盐城市亭湖区分公司的地址156
157,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址157
158,华夏科技有限公司江苏省盐城市亭湖区分公司,华夏科技有限公司江苏省盐城市亭湖区分公司的地址158
159,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址159
160,华夏科技有限公司江苏省徐州市研发中心,华夏科技有限公司江苏省徐州市研发中心的地址160
161,华夏科技有限公司浙江省杭州市萧山区分公司,华夏科技有限公司浙江省杭州市萧山区分公司的地址161
162,华夏科技有限公司江苏省徐州市研发中心,华夏科技有限公司江苏省徐州市研发中心的地址162
163,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址163
164,华夏科技有限公司浙江省温州市分公司,华夏科技有限公司浙江省温州市分公司的地址164
165,华夏科技有限公司江苏省盐城市亭湖区分公司,华夏科技有限公司江苏省盐城市亭湖区分公司的地址165
166,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址166
167,华夏科技有限公司江苏省南京市玄武区分公司,华夏科技有限公司江苏省南京市玄武区分公司的地址167
168,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址168
169,华夏科技有限公司江苏省徐州市云龙区分公司,华夏科技有限公司江苏省徐州市云龙区分公司的地址169
170,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址170
171,华夏科技有限公司江苏省徐州市云龙区分公司,华夏科技有限公司江苏省徐州市云龙区分公司的地址171
172,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址172
173,华夏科技有限公司江苏省盐城市亭湖区分公司,华夏科技有限公司江苏省盐城市亭湖区分公司的地址173
174,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址174
175,华夏科技有限公司江苏省盐城市亭湖区分公司,华夏科技有限公司江苏省盐城市亭湖区分公司的地址175
176,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址176
177,华夏科技有限公司江苏省盐城市亭湖区分公司,华夏科技有限公司江苏省盐城市亭湖区分公司的地址177
178,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址178
179,华夏科技有限公司江苏省盐城市亭湖区分公司,华夏科技有限公司江苏省盐城市亭湖区分公司的地址179
180,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址180
181,华夏科技有限公司江苏省盐城市亭湖区分公司,华夏科技有限公司江苏省盐城市亭湖区分公司的地址181
182,南京市玄武区金陵电子研究院,南京市玄武区金陵电子研究院的地址182
183,华夏科技有限公司江苏省盐城市亭湖区分公司,华夏科技有限公司江苏省盐城市亭湖区分公司的地址183
184,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址184
185,华夏科技有限公司江苏省徐州市经济技术开发区分公司,华夏科技有限公司江苏省徐州市经济技术开发区分公司的地址185
186,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址186
187,华夏科技有限公司江苏省徐州市经济技术开发区分公司,华夏科技有限公司江苏省徐州市经济技术开发区分公司的地址187
188,华夏科技有限公司北京市昌平区研发中心,华夏科技有限公司北京市昌平区研发中心的地址188
189,华夏科技有限公司山东省滨州市高新技术开发区分公司,华夏科技有限公司山东省滨州市高新技术开发区分公司的地址189
190,华夏科技有限公司江苏省徐州市经济技术开发区分公司,华夏科技有限公司江苏省徐州市经济技术开发区分公司的地址190
191,华夏科技有限公司山东省滨州市高新技术开发区分公司,华夏科技有限公司山东省滨州市高新技术开发区分公司的地址191
192,华夏科技有限公司,华夏科技有限公司的地址192
193,华夏科技有限公司（南京市玄武区金陵电子研究院）,华夏科技有限公司（南京市玄武区金陵电子研究院）的地址193
194,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址194
195,华夏科技有限公司,华夏科技有限公司的地址195
196,南京市玄武区金陵电子研究院,南京市玄武区金陵电子研究院的地址196
197,华夏科技有限公司,华夏科技有限公司的地址197
198,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址198
199,南京市玄武区金陵电子研究院,南京市玄武区金陵电子研究院的地址199
200,华夏科技有限公司,华夏科技有限公司的地址200
201,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址201
202,南京市玄武区金陵电子研究院,南京市玄武区金陵电子研究院的地址202
203,华夏科技有限公司,华夏科技有限公司的地址203
204,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址204
205,华夏科技有限公司,华夏科技有限公司的地址205
206,华夏科技有限公司,华夏科技有限公司的地址206
207,华夏科技有限公司,华夏科技有限公司的地址207
208,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址208
209,华夏科技有限公司,华夏科技有限公司的地址209
210,华夏科技有限公司,华夏科技有限公司的地址210
211,华夏科技有限公司（南京市浦口区分公司）,华夏科技有限公司（南京市浦口区分公司）的地址211
212,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址212
213,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址213
214,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址214
215,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址215
216,华夏科技有限公司,华夏科技有限公司的地址216
217,华夏科技有限公司华东研发中心,华夏科技有限公司华东研发中心的地址217
218,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址218
219,南京市玄武区金陵电子研究院,南京市玄武区金陵电子研究院的地址219
220,华夏科技有限公司,华夏科技有限公司的地址220
221,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址221
222,南京市玄武区金陵电子研究院,南京市玄武区金陵电子研究院的地址222
223,华夏科技有限公司（江宁区分公司）,华夏科技有限公司（江宁区分公司）的地址223
224,南京市玄武区金陵电子研究院,南京市玄武区金陵电子研究院的地址224
225,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址225
226,华夏科技有限公司（苏州分公司）,华夏科技有限公司（苏州分公司）的地址226
227,华夏科技有限公司,华夏科技有限公司的地址227
228,华夏科技有限公司,华夏科技有限公司的地址228
229,南京市玄武区金陵电子研究院,南京市玄武区金陵电子研究院的地址229
230,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址230
231,华夏科技有限公司华东分公司,华夏科技有限公司华东分公司的地址231
232,华夏科技有限公司,华夏科技有限公司的地址232
233,南京市玄武区金陵电子研究院,南京市玄武区金陵电子研究院的地址233
234,华夏数码科技有限公司,华夏数码科技有限公司的地址234
235,中兴通讯研究院,中兴通讯研究院的地址235
236,南京市玄武区金陵电子研究院,南京市玄武区金陵电子研究院的地址236
237,南京市玄武区金陵电子研究院,南京市玄武区金陵电子研究院的地址237
238,华夏科技有限公司华东创新中心,华夏科技有限公司华东创新中心的地址238
239,华夏科技有限公司山东分公司,华夏科技有限公司山东分公司的地址239
240,华夏科技有限公司山东省滨州市研发中心,华夏科技有限公司山东省滨州市研发中心的地址240
241,华夏科技有限公司山东省滨州市营销中心,华夏科技有限公司山东省滨州市营销中心的地址241
242,华夏科技有限公司山东分公司,华夏科技有限公司山东分公司的地址242
243,南京市玄武区金陵电子研究院,南京市玄武区金陵电子研究院的地址243
244,华夏科技有限公司北京研发中心,华夏科技有限公司北京研发中心的地址244
245,华夏科技有限公司浙江分公司,华夏科技有限公司浙江分公司的地址245
246,华夏科技有限公司广东分公司,华夏科技有限公司广东分公司的地址246
247,华夏科技有限公司海南分公司,华夏科技有限公司海南分公司的地址247
248,华夏科技有限公司四川分公司,华夏科技有限公司四川分公司的地址248
249,华夏科技有限公司河南分公司,华夏科技有限公司河南分公司的地址249
250,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址250
251,华夏科技有限公司山东营销中心,华夏科技有限公司山东营销中心的地址251
252,华夏科技有限公司重庆分公司,华夏科技有限公司重庆分公司的地址252
253,华夏科技有限公司安徽分公司,华夏科技有限公司安徽分公司的地址253
254,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址254
255,华夏科技有限公司山东营销中心,华夏科技有限公司山东营销中心的地址255
256,华夏科技有限公司浙江分公司,华夏科技有限公司浙江分公司的地址256
257,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址257
258,华夏科技有限公司山东营销中心,华夏科技有限公司山东营销中心的地址258
259,华夏科技有限公司湖南分公司,华夏科技有限公司湖南分公司的地址259
260,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址260
261,华夏科技有限公司贵州分公司,华夏科技有限公司贵州分公司的地址261
262,华夏科技有限公司山东营销中心,华夏科技有限公司山东营销中心的地址262
263,华夏科技有限公司浙江分公司,华夏科技有限公司浙江分公司的地址263
264,华夏科技有限公司北京研发中心,华夏科技有限公司北京研发中心的地址264
265,华夏科技有限公司山东营销中心,华夏科技有限公司山东营销中心的地址265
266,华夏科技有限公司浙江分公司,华夏科技有限公司浙江分公司的地址266
267,华夏科技有限公司北京研发中心,华夏科技有限公司北京研发中心的地址267
268,华夏科技有限公司山东营销中心,华夏科技有限公司山东营销中心的地址268
269,华夏科技有限公司浙江分公司,华夏科技有限公司浙江分公司的地址269
270,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址270
271,华夏科技有限公司山东营销中心,华夏科技有限公司山东营销中心的地址271
272,华夏科技有限公司山东营销中心,华夏科技有限公司山东营销中心的地址272
273,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址273
274,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址274
275,华夏科技有限公司山东营销中心,华夏科技有限公司山东营销中心的地址275
276,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址276
277,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址277
278,华夏科技有限公司山东营销中心,华夏科技有限公司山东营销中心的地址278
279,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址279
280,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址280
281,华夏科技有限公司山东营销中心,华夏科技有限公司山东营销中心的地址281
282,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址282
283,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址283
284,华夏科技有限公司山东营销中心,华夏科技有限公司山东营销中心的地址284
285,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址285
286,华夏科技有限公司海南研发中心,华夏科技有限公司海南研发中心的地址286
287,华夏科技有限公司山东营销中心,华夏科技有限公司山东营销中心的地址287
288,南京市玄武区金陵电子研究院,南京市玄武区金陵电子研究院的地址288
